pokedex_number,name,generation,type1,type2,ability1,ability2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,normal,fire,water,grass,electric,rock,ground,flying,fighting,ice,bug,steel,poison,psychic,dark,ghost,fairy,dragon
244,Entei,2,fire,-,Pressure,Inner Focus,580,115,115,85,90,75,100,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
245,Suicune,2,water,-,Pressure,Inner Focus,580,100,75,115,90,115,85,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
246,Larvitar,2,rock,ground,Guts,Sand Veil,300,50,64,50,45,50,41,0.5,0.5,4.0,4.0,0.0,0.5,2.0,0.5,2.0,2.0,1.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0
247,Pupitar,2,rock,ground,Shed Skin,-,410,70,84,70,65,70,51,0.5,0.5,4.0,4.0,0.0,0.5,2.0,0.5,2.0,2.0,1.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0
248,Tyranitar,2,rock,dark,Sand Stream,Unnerve,700,100,164,150,95,120,71,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,4.0,1.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,1.0
249,Lugia,2,psychic,flying,Pressure,Multiscale,680,106,90,130,90,154,110,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
250,Ho-Oh,2,fire,flying,Pressure,Regenerator,680,106,130,90,110,154,90,1.0,0.5,2.0,0.25,2.0,4.0,0.0,1.0,0.5,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,1.0
251,Celebi,2,psychic,grass,Natural Cure,-,600,100,100,100,100,100,100,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.5,2.0,4.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0
252,Treecko,3,grass,-,Overgrow,Unburden,310,40,45,35,65,55,70,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
253,Grovyle,3,grass,-,Overgrow,Unburden,405,50,65,45,85,65,95,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
254,Sceptile,3,grass,-,Overgrow,Unburden,630,70,110,75,145,85,145,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
255,Torchic,3,fire,-,Blaze,Speed Boost,310,45,60,40,70,50,45,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
256,Combusken,3,fire,fighting,Blaze,Speed Boost,405,60,85,60,85,60,55,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.25,0.5,1.0,2.0,0.5,1.0,1.0,1.0
257,Blaziken,3,fire,fighting,Blaze,Speed Boost,630,80,160,80,130,80,100,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.25,0.5,1.0,2.0,0.5,1.0,1.0,1.0
258,Mudkip,3,water,-,Torrent,Damp,310,50,70,50,50,50,40,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
259,Marshtomp,3,water,ground,Torrent,Damp,405,70,85,70,60,70,50,1.0,0.5,1.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
260,Swampert,3,water,ground,Torrent,Damp,635,100,150,110,95,110,70,1.0,0.5,1.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
261,Poochyena,3,dark,-,Run Away,Quick Feet,220,35,55,35,30,30,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
262,Mightyena,3,dark,-,Intimidate,Quick Feet,420,70,90,70,60,60,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
263,Zigzagoon,3,normal,-,Pickup,Gluttony,240,38,30,41,30,41,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
264,Linoone,3,normal,-,Pickup,Gluttony,420,78,70,61,50,61,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
265,Wurmple,3,bug,-,Shield Dust,Run Away,195,45,45,35,20,30,20,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
266,Silcoon,3,bug,-,Shed Skin,-,205,50,35,55,25,25,15,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,Beautifly,3,bug,flying,Swarm,Rivalry,395,60,70,50,100,50,65,1.0,2.0,1.0,0.25,2.0,4.0,0.0,2.0,0.25,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,Cascoon,3,bug,-,Shed Skin,-,205,50,35,55,25,25,15,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,Dustox,3,bug,poison,Shield Dust,Compoundeyes,385,60,50,70,50,90,65,1.0,2.0,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
270,Lotad,3,water,grass,Swift Swim,Rain Dish,220,40,30,30,40,50,30,1.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
271,Lombre,3,water,grass,Swift Swim,Rain Dish,340,60,50,50,60,70,50,1.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
272,Ludicolo,3,water,grass,Swift Swim,Rain Dish,480,80,70,70,90,100,70,1.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
273,Seedot,3,grass,-,Chlorophyll,Early Bird,220,40,40,50,30,30,30,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
274,Nuzleaf,3,grass,dark,Chlorophyll,Early Bird,340,70,70,40,60,40,60,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,2.0,2.0,4.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0
275,Shiftry,3,grass,dark,Chlorophyll,Early Bird,480,90,100,60,90,60,80,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,2.0,2.0,4.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0
276,Taillow,3,normal,flying,Guts,Scrappy,270,40,55,30,30,30,85,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
277,Swellow,3,normal,flying,Guts,Scrappy,455,60,85,60,75,50,125,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
278,Wingull,3,water,flying,Keen Eye,Hydration,270,40,30,30,55,30,85,1.0,0.5,0.5,1.0,4.0,2.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
279,Pelipper,3,water,flying,Keen Eye,Drizzle,440,60,50,100,95,70,65,1.0,0.5,0.5,1.0,4.0,2.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
280,Ralts,3,psychic,fairy,Synchronize,Trace,198,28,25,25,45,35,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.0
281,Kirlia,3,psychic,fairy,Synchronize,Trace,278,38,35,35,65,55,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.0
282,Gardevoir,3,psychic,fairy,Synchronize,Trace,618,68,85,65,165,135,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.0
283,Surskit,3,bug,water,Swift Swim,Rain Dish,269,40,30,32,50,52,65,1.0,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
284,Masquerain,3,bug,flying,Intimidate,Unnerve,454,70,60,62,100,82,80,1.0,2.0,1.0,0.25,2.0,4.0,0.0,2.0,0.25,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
285,Shroomish,3,grass,-,Effect Spore,Poison Heal,295,60,40,60,40,60,35,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
286,Breloom,3,grass,fighting,Effect Spore,Poison Heal,460,60,130,80,60,60,70,1.0,2.0,0.5,0.5,0.5,0.5,0.5,4.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0
287,Slakoth,3,normal,-,Truant,-,280,60,60,60,35,35,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
288,Vigoroth,3,normal,-,Vital Spirit,-,440,80,80,80,55,55,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
289,Slaking,3,normal,-,Truant,-,670,150,160,100,95,65,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
290,Nincada,3,bug,ground,Compoundeyes,Run Away,266,31,45,90,30,30,40,1.0,2.0,2.0,1.0,0.0,1.0,0.5,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
291,Ninjask,3,bug,flying,Speed Boost,Infiltrator,456,61,90,45,50,50,160,1.0,2.0,1.0,0.25,2.0,4.0,0.0,2.0,0.25,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
292,Shedinja,3,bug,ghost,Wonder Guard,-,236,1,90,45,30,30,40,0.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0
293,Whismur,3,normal,-,Soundproof,Rattled,240,64,51,23,51,23,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
294,Loudred,3,normal,-,Soundproof,Scrappy,360,84,71,43,71,43,48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
295,Exploud,3,normal,-,Soundproof,Scrappy,490,104,91,63,91,73,68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
296,Makuhita,3,fighting,-,Thick Fat,Guts,237,72,60,30,20,30,25,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
297,Hariyama,3,fighting,-,Thick Fat,Guts,474,144,120,60,40,60,50,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
298,Azurill,3,normal,fairy,Thick Fat,Huge Power,190,50,20,40,20,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.0,1.0,0.0
299,Nosepass,3,rock,-,Sturdy,Magnet Pull,375,30,45,135,45,90,30,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
300,Skitty,3,normal,-,Cute Charm,Normalize,260,50,45,45,35,35,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
301,Delcatty,3,normal,-,Cute Charm,Normalize,400,70,65,65,55,55,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
302,Sableye,3,dark,ghost,Keen Eye,Stall,480,50,85,125,85,115,20,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0
303,Mawile,3,steel,fairy,Hyper Cutter,Intimidate,480,50,105,125,55,95,50,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,0.25,1.0,0.0,0.5,0.5,1.0,0.5,0.0
304,Aron,3,steel,rock,Sturdy,Rock Head,330,50,70,100,40,40,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.25,4.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5
305,Lairon,3,steel,rock,Sturdy,Rock Head,430,60,90,140,50,50,40,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.25,4.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5
306,Aggron,3,steel,rock,Sturdy,Rock Head,630,70,140,230,60,80,50,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.25,4.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5
307,Meditite,3,fighting,psychic,Pure Power,Telepathy,280,30,40,55,40,55,60,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
308,Medicham,3,fighting,psychic,Pure Power,Telepathy,510,60,100,85,80,85,100,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
309,Electrike,3,electric,-,Static,Lightningrod,295,40,45,40,65,40,65,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
310,Manectric,3,electric,-,Static,Lightningrod,575,70,75,80,135,80,135,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
311,Plusle,3,electric,-,Plus,Lightningrod,405,60,50,40,85,75,95,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
312,Minun,3,electric,-,Minus,Volt Absorb,405,60,40,50,75,85,95,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
313,Volbeat,3,bug,-,Illuminate,Swarm,430,65,73,75,47,85,85,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
314,Illumise,3,bug,-,Oblivious,Tinted Lens,430,65,47,75,73,85,85,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
315,Roselia,3,grass,poison,Natural Cure,Poison Point,400,50,60,45,100,80,65,1.0,2.0,0.5,0.25,0.5,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0
316,Gulpin,3,poison,-,Liquid Ooze,Sticky Hold,302,70,43,53,43,53,40,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
317,Swalot,3,poison,-,Liquid Ooze,Sticky Hold,467,100,73,83,73,83,55,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
318,Carvanha,3,water,dark,Rough Skin,Speed Boost,305,45,90,20,65,20,65,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0
319,Sharpedo,3,water,dark,Rough Skin,Speed Boost,560,70,140,70,110,65,105,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0
320,Wailmer,3,water,-,Water Veil,Oblivious,400,130,70,35,70,35,60,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
321,Wailord,3,water,-,Water Veil,Oblivious,500,170,90,45,90,45,60,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
322,Numel,3,fire,ground,Oblivious,Simple,305,60,60,40,65,45,35,1.0,0.5,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
323,Camerupt,3,fire,ground,Magma Armor,Solid Rock,560,70,120,100,145,105,20,1.0,0.5,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
324,Torkoal,3,fire,-,White Smoke,Drought,470,70,85,140,85,70,20,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
325,Spoink,3,psychic,-,Thick Fat,Own Tempo,330,60,25,35,70,80,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
326,Grumpig,3,psychic,-,Thick Fat,Own Tempo,470,80,45,65,90,110,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
327,Spinda,3,normal,-,Own Tempo,Tangled Feet,360,60,60,60,60,60,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
328,Trapinch,3,ground,-,Hyper Cutter,Arena Trap,290,45,100,45,45,45,10,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
329,Vibrava,3,ground,dragon,Levitate,-,340,50,70,50,50,50,70,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0
330,Flygon,3,ground,dragon,Levitate,-,520,80,100,80,80,80,100,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0
331,Cacnea,3,grass,-,Sand Veil,Water Absorb,335,50,85,40,85,40,35,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
332,Cacturne,3,grass,dark,Sand Veil,Water Absorb,475,70,115,60,115,60,55,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,2.0,2.0,4.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0
333,Swablu,3,normal,flying,Natural Cure,Cloud Nine,310,45,40,60,40,75,50,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
334,Altaria,3,dragon,flying,Natural Cure,Cloud Nine,590,75,110,110,110,105,80,1.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,0.5,4.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0
335,Zangoose,3,normal,-,Immunity,Toxic Boost,458,73,115,60,60,60,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
336,Seviper,3,poison,-,Shed Skin,Infiltrator,458,73,100,60,100,60,65,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
337,Lunatone,3,rock,psychic,Levitate,-,460,90,55,65,95,85,70,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0,2.0,0.5,0.5,2.0,2.0,1.0,1.0
338,Solrock,3,rock,psychic,Levitate,-,460,90,95,85,55,65,70,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0,2.0,0.5,0.5,2.0,2.0,1.0,1.0
339,Barboach,3,water,ground,Oblivious,Anticipation,288,50,48,43,46,41,60,1.0,0.5,1.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
340,Whiscash,3,water,ground,Oblivious,Anticipation,468,110,78,73,76,71,60,1.0,0.5,1.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
341,Corphish,3,water,-,Hyper Cutter,Shell Armor,308,43,80,65,50,35,35,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
342,Crawdaunt,3,water,dark,Hyper Cutter,Shell Armor,468,63,120,85,90,55,55,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0
343,Baltoy,3,ground,psychic,Levitate,-,300,40,40,55,40,70,55,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,2.0,1.0,1.0
344,Claydol,3,ground,psychic,Levitate,-,500,60,70,105,70,120,75,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,2.0,1.0,1.0
345,Lileep,3,rock,grass,Suction Cups,Storm Drain,355,66,41,77,61,87,23,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
346,Cradily,3,rock,grass,Suction Cups,Storm Drain,495,86,81,97,81,107,43,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
347,Anorith,3,rock,bug,Battle Armor,Swift Swim,355,45,95,50,40,50,75,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
348,Armaldo,3,rock,bug,Battle Armor,Swift Swim,495,75,125,100,70,80,45,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
349,Feebas,3,water,-,Swift Swim,Oblivious,200,20,15,20,10,55,80,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
350,Milotic,3,water,-,Marvel Scale,Competitive,540,95,60,79,100,125,81,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
351,Castform,3,normal,-,Forecast,-,420,70,70,70,70,70,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
352,Kecleon,3,normal,-,Color Change,Protean,440,60,90,70,60,120,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
353,Shuppet,3,ghost,-,Insomnia,Frisk,295,44,75,35,63,33,45,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0
354,Banette,3,ghost,-,Insomnia,Frisk,555,64,165,75,93,83,75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0
355,Duskull,3,ghost,-,Levitate,Frisk,295,20,40,90,30,90,25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0
356,Dusclops,3,ghost,-,Pressure,Frisk,455,40,70,130,60,130,25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0
357,Tropius,3,grass,flying,Chlorophyll,Solar Power,460,99,68,83,72,87,51,1.0,2.0,0.5,0.25,1.0,2.0,0.0,2.0,0.5,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
358,Chimecho,3,psychic,-,Levitate,-,455,75,50,80,95,90,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
359,Absol,3,dark,-,Pressure,Super Luck,565,65,150,60,115,60,115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
360,Wynaut,3,psychic,-,Shadow Tag,Telepathy,260,95,23,48,23,48,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
361,Snorunt,3,ice,-,Inner Focus,Ice Body,300,50,50,50,50,50,50,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
362,Glalie,3,ice,-,Inner Focus,Ice Body,580,80,120,80,120,80,100,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
363,Spheal,3,ice,water,Thick Fat,Ice Body,290,70,40,50,55,50,25,1.0,1.0,0.5,2.0,2.0,2.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
364,Sealeo,3,ice,water,Thick Fat,Ice Body,410,90,60,70,75,70,45,1.0,1.0,0.5,2.0,2.0,2.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
365,Walrein,3,ice,water,Thick Fat,Ice Body,530,110,80,90,95,90,65,1.0,1.0,0.5,2.0,2.0,2.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
